IPF,FY,ORG_TYPE,REGION,STATE_CODE,tot_doll
7bafccd35365f7291aa0874de33e4f52,2008,Other Higher Education,South,GA,2403869.775750471
fc9813b795a08f0c4023ead86ab1509c,2008,Other Higher Education,South,GA,258721.4467695501
89e9ca6afb04cbed6a70ff8398f561b9,2008,Research Institutes,West,NM,8306146.49975189
4f6de6a8e2a68029cd98e7fe439666fe,2008,Other Higher Education,North East,ME,270305.9891677824
d66a899dfa4944219286b701958143a6,2008,Domestic For Profit,North East,NY,2978818.338166839
61a1bd2bb2a22fbed8d3770163b5a82e,2008,Domestic For Profit,North East,NY,281567.451542307
8034c7d536330482e3119381d267eabe,2008,Domestic For Profit,North East,NY,242618.9328602466
0ff5586b4d023fa0da47ad326f3f1f8c,2008,Research Institutes,Mid West,OH,2390279.8217088836
d9ab36ab664c0544b7afae9b49de5c43,2008,Research Institutes,West,WA,15457020.646679051
1784e9356f2db83ef493846a0382a11f,2008,Research Institutes,West,NM,1929786.537075768
7104431050a60e6dbbd78d80296544a9,2008,Other Higher Education,South,OK,1225097.5371117967
aaadd00e50f36747f58c07f98457a583,2008,Other Higher Education,South,MS,41189.48404945584
0b04be4d5f7534f6f7fdcd94fc7bde06,2008,Other Higher Education,South,TX,943047.396388356
7e6e4a16bcb8320bfe09af59269caa3f,2008,Other Domestic NonProfit,North East,MA,35397.21286898538
cb1454af4e9279b3797d9cd6594bf450,2008,Domestic For Profit,North East,MA,499080.1065758235
44eb390e3e9abeeaba7211ea54f47c9f,2008,Medical Schools,North East,NJ,51625775.61422084
c5ee308b9b14b8ccd9a53c953d60bf0f,2008,Other Higher Education,North East,NJ,3559166.584262205
0f93df7f4093f32632f0b449b43ca91d,2008,Medical Schools,North East,NJ,41358133.10353599
47f9494ed8457ab4de4d9442080f78c4,2008,Other Higher Education,North East,NJ,2523773.6523158667
6f9c4bd15a8bf0cb0e830c5412bda08b,2008,Other Domestic NonProfit,Mid West,MN,216666.9834927045
78fe6ff302f6529060f65b7be8dd536d,2008,Other Higher Education,Mid West,MI,2679934.570926186
93511fa0fea3ce3f88c172010d7cf99a,2008,Foreign,Foreign,,2171079.684183858
b821acdd143423183fd56cd1ebcaf1b1,2008,Research Institutes,South,TX,791984.9636421974
f49b98cd51bf9e98693c7b7eb5b1e764,2008,Hospitals,North East,MA,124847528.52656806
990d7ea6fb4eb50bf7b42b06e212cafb,2008,Hospitals,North East,NY,3214965.373657086
809b3ac59a31e16965cf986ab169bb02,2008,Foreign,Foreign,,741051.5922766739
c8a8a58ae12f8912ca53cc7de32fd812,2008,Other Domestic NonProfit,West,AK,619536.1784203368
c2ec4e18c7f4cb6f32953fdb811d7390,2008,Foreign,Foreign,,102279.92477003827
b8d2386a458b7ffa2e6bc28b89bf04e8,2008,Foreign,Foreign,,617716.117987565
5a6f2ed49c584f77d37556de7bf026b5,2008,Other Domestic NonProfit,Mid West,MO,17441.172155454453
115bb68e15f7bc3d85d59105199f30ae,2008,Foreign,Foreign,,455780.9485849158
f8d930fdd9b2e18e821b7317efdd8da2,2008,Other Higher Education,South,VA,6696130.659823311
b898f970061a4428880682e630a23990,2008,Other Higher Education,West,HI,89072.25926440653
a84112c1b7753471bf4d42d728dcbb32,2008,Medical Schools,West,HI,12894401.449487459
55d40f2a26446a229ec29d05c89146ff,2008,Other Higher Education,West,HI,18783287.733923998
6c93cb6c129e8db75fc9eec2085e8d95,2008,Other Higher Education,South,MD,29243480.779849138
fe2d2131da14bc45be37f658b7431789,2008,Other Higher Education,South,MD,9064053.60000882
90a36faf1a893c9a35f41c35bdf77f7a,2008,Medical Schools,South,MD,127772781.22630729
6cd4c318e5b3c9da294043e782b13a7e,2008,Other Higher Education,South,MD,14389147.232271168
b2e6631e3b3f60570f15503b2be9f09f,2008,Other Higher Education,South,MD,9093607.0559502
96acfe72d4b57614f05bbf9ff41fe70c,2008,Other Higher Education,North East,NJ,254664.2826036561
80aae1970eb1ff6a427a698193319aaf,2008,Other Higher Education,West,NV,421471.39553381933
cc84aa9feb1c649480d4385f908de403,2008,Medical Schools,West,NV,9461088.048202917
a4f048c729a5640ee6b7aec67c705253,2008,Other Higher Education,West,NV,3488530.481017176
4ea7ad55a45647cc1b21c041aab3a580,2008,Other Higher Education,North East,NH,2328254.894767935
2706a7fdfa87ea02b487e250041445b0,2008,Research Institutes,South,MD,730602.335039808
4a6fa097740a1f752ef8cabd5d74aca9,2008,Other Higher Education,South,AL,97667.9897212845
5d1d782626c78838ffb184f406e34535,2008,Other Higher Education,North East,MA,1042813.4754093125
b500250f799fdde5c24e15a5eb66f97b,2008,Medical Schools,North East,MA,143564878.33226657
6a09c2981082f28696e05c105cb9f792,2008,Other Higher Education,North East,MA,1417088.158130213
ce5d56cd1798c45dd904eaeaa7d39a31,2008,Other Higher Education,North East,MA,22627049.199560188
cbae31639d538177c723fad53707b7c4,2008,Other Higher Education,North East,MA,206401.791846096
a8e1045804d66722059732f7fea50baf,2008,Other Higher Education,North East,MA,585517.5261017754
89a4388d4d9f9b8b7166467009a8eee4,2008,Research Institutes,North East,NJ,2081891.579937372
5b841217241124f5ac12c679c78b4c65,2008,Research Institutes,West,WA,240971443.5092181
72fe6bae32bd613c9a2e45bbc056d44e,2008,Other Higher Education,North East,MA,8596791.083391378
0e8a5c12fd143e671754838cd5578bd3,2008,Domestic For Profit,West,CA,299320.1190852831
2ba8459cc4f77c9750c8c68aaf055e3c,2008,Foreign,Foreign,,259524.64175043
732d89307c04dbc8e827a7857990c09b,2008,Other Domestic NonProfit,South,MS,763965.8169677184
df4dad1a113b27d3938686b7dd66a606,2008,Medical Schools,North East,MA,99369116.69988513
6dade9bfdf9b03ac476263229d1d95b1,2008,Other Higher Education,North East,MA,25348668.8134197
ad4898ac62f9dec85dd09dd6a5590b2d,2008,Research Institutes,North East,NY,819754.398845636
9f116ccc67120451843ad1f49c828813,2008,Other Higher Education,North East,MA,22220781.85876836
13c89e3bfb4c3f3040f75b21f73c3783,2008,Research Institutes,South,TX,1402695.007802548
d259eb0d1444fdfd50b29b56efa5950f,2008,Other Higher Education,West,UT,2535080.1656607417
9a14c9bc1ded1104a3cc8a5c54e35c01,2008,Foreign,Foreign,,1420460.5472111586
45a50b5aa7144e6811ae7949a4663acf,2008,Other Domestic NonProfit,North East,MA,475506.8499717291
3d9c6ec5021937dbf6d81481446d7048,2008,Foreign,Foreign,BC,9866086.223490672
ab12cfafe3c26d52d8c63a43d9382d34,2008,Research Institutes,Mid West,IL,482612.03608288016
35506629a5a0723c34eec1ce43ab6aeb,2008,Other Domestic NonProfit,North East,PA,568981.2353176308
378f5a95260a11d45c62540d676ff611,2008,Research Institutes,North East,MA,3011464.866091542
1f1b2758803392ad7e1da19d2c501270,2008,Foreign,Foreign,,107151.86842807209
6442324b19e0d79439403eede78e4d04,2008,Hospitals,North East,NY,916523.9430109601
e439e211025f7b2598872fca3036b746,2008,Research Institutes,South,DC,723197.2380393433
8d4a98627f491864965a5badbe2edf84,2008,Foreign,Foreign,,444684.2441886537
43111e2af388ee3f644c5b96b22118f5,2008,Medical Schools,North East,RI,29917118.048333038
11f084da42834930e0243fbeedd08a32,2008,Other Higher Education,North East,RI,27611480.049235526
55506788239036b699aeff3be3491bba,2008,Other Higher Education,North East,PA,96537.85325023497
20bc8e429ee6c652f6bab3b9939e85c6,2008,Hospitals,North East,RI,9264717.182621986
ca92b02d546701f4fd2fe68358ef6d08,2008,Research Institutes,West,CA,3358562.2129022037
0b39f699a8004597f1a14613463db198,2008,Other Higher Education,Mid West,IL,201882.53303658718
5017718ebe9b84a43bd949f8ef23ba47,2008,Other Higher Education,Mid West,MN,239882.4063715002
e1180a8582e4f40a3bea0b5bb634e012,2008,Foreign,Foreign,,115845.42390774023
36c18fb30b0877e6fb68dd9df4983c16,2008,Other Higher Education,West,CA,42111849.19154136
edb1f294b13b2b8fe1aa492c3d5ca661,2008,Other Higher Education,West,AK,1391896.9271836188
b687ce2041346bf577f353282af264ed,2008,Other Higher Education,West,AK,1273515.7756908406
928930cbd424874c587fa000ab76fa24,2008,Hospitals,North East,MA,245394118.01744068
8aca3e20cafb45ee93a7d13050c5a308,2008,Research Institutes,South,SC,414484.62931859965
bb5f917a97622bbf9a21d13a20aad9d2,2008,Foreign,Foreign,,234623.02423793307
bc35e9bda1fd44aa99ed1e7aa3563eba,2008,Foreign,Foreign,,345456.2027743974
dc46ceec6e8be872957a80156a49708f,2008,Other Higher Education,Mid West,MI,237359.5505402226
b1676d6195fe9d1f3c172c9c84002df0,2008,Foreign,Foreign,,164697.43917516834
d4ef629c4e59f3c5bc3844403cddbdf2,2008,Other Domestic NonProfit,Mid West,NE,4926696.070390541
0b1f89403c461a7e7fa5baeb76d782ed,2008,Foreign,Foreign,,1638449.455679448
39ba7676b5a8ddbb04c14408b7574057,2008,Research Institutes,West,WA,11993050.682464194
6908a0d5ea81599db938fa898311c6a7,2008,Other Domestic NonProfit,North East,CT,12782.898942328555
e68f816b5f7b6597101521e81acff6cc,2008,Foreign,Foreign,,3821237.250232479
c651ac8cbddd56a4c6579d229a5f2dcf,2008,Medical Schools,Mid West,OH,3316673.7939697737
80e6751413cc9b53376633f0a0870660,2008,Other Higher Education,Mid West,OH,311162.095812897
eb9d6a887f5dfc1513fdb7e72da9dfc3,2008,Research Institutes,South,DC,2830653.329111118
920a1e67af17ff91f9862e622dc415b4,2008,Other Domestic NonProfit,West,OR,10504854.030481774
8d9258d8c1f80ebef95e37eca14ab44a,2008,Research Institutes,West,CA,62352220.05154065
24d5e895600f9b0732e761b4e3b80e7c,2008,Research Institutes,North East,PA,19854641.65351401
4d5392537bdd99e2e3b8f193b42645af,2008,Research Institutes,North East,PA,18565247.334077574
0c2309957389d390fac0baa63aa99e28,2008,Other Higher Education,North East,NY,264924.32561588485
44deb55ace97063733fe2b150e83b25e,2008,Medical Schools,Mid West,IL,2985727.8733747075
dbf28fabc9ba447a8efe6719a4c212a1,2008,Other Higher Education,Mid West,IL,1574663.6780672364
4cdcaf84210606faea157670e45ef973,2008,Other Higher Education,Mid West,IL,276098.26027367014
f1d2f4faa2e941c6515c3155d3f7c26d,2008,Medical Schools,Mid West,IL,5530401.326716917
fb76ede59c7cebb4d55388bee2f44609,2008,Other Higher Education,North East,NJ,41328499.84404141
3c348e63038efca14d26524a48d0bba9,2008,Other Higher Education,North East,NJ,5032783.44778085
2025a3c38119224324748ae23e9ad47a,2008,Other Higher Education,North East,ME,663655.2644072442
b90661b222ac91d9115fe1b58613eb55,2008,Other Higher Education,West,CO,45862053.87522234
524cabd6e7fa17db3dbcce6089ae83a3,2008,Other Higher Education,West,CO,263223.9721910253
70ef9113745e3a421d5204aafd55595b,2008,Medical Schools,West,CO,130108285.46279593
b6fd2bec09db457b6e722cd3183ff0de,2008,Other Higher Education,West,CO,14828971.116940133
3a34e5423954f78edda6c4eda45d9c62,2008,Research Institutes,South,MD,1201466.3578581742
f89ebc96bc24c7d280e538856cfa7fed,2008,Medical Schools,South,PR,862259.3720124426
6745bb6adf1969f808d0d4984d5de018,2008,Foreign,Foreign,,65336.81909246793
7b3930d28cc8e9d50a0a7082fa62cea4,2008,Hospitals,West,CA,29341479.56182443
31d390ac8b027f3af2ce18c121103f49,2008,Foreign,Foreign,,2074752.9264907828
56ed6d15765dab40ffa842c45e5c573a,2008,Medical Schools,South,TN,5965358.417797946
f2de3a70c8979dbbef31e50c90b18a31,2008,Other Higher Education,South,TN,354999.29141050496
923f4dd47d1afad6571ed21b30430c17,2008,Other Higher Education,South,TN,3744418.8626786335
3d7c0edf70cd7b2b98e0a603e1ee9c6c,2008,Other Higher Education,Mid West,MI,630725.5591677179
b5120a06aa6745f22f79b69d647a1e04,2008,Other Higher Education,South,AL,3354813.968663661
ea6b9c445100d5e52e2616ede8ae206d,2008,Medical Schools,South,AL,128720510.06320843
62ab1fd010f5d70bb148db0efabd3d19,2008,Other Higher Education,South,AL,41009830.98038253
66aafa61354d60271cb2d610738ce9e0,2008,Other Higher Education,South,AL,1071169.8608986577
ddac804745eebb4b0ad9c8a173a7a849,2008,Research Institutes,South,MD,4289505.049226271
3fffcd17ea43b4cc5401b9e7aa9b8385,2008,Research Institutes,South,NC,12718206.995556217
0385507e0596f25350caff00b9b47869,2008,Foreign,Foreign,,252543.02416958997
b0c9c9aebc37e07c118c5b056e922c65,2008,Research Institutes,North East,PA,4287883.21354783
5a2c8844c145d35e27ec00f32376bdc7,2008,Foreign,Foreign,,329527.4570001351
c36120b452a90fd9afb08c0987304504,2008,Other Domestic NonProfit,South,DC,500162.6177220413
943ec084991ee0301439a32c94862b93,2008,Hospitals,South,NC,1028734.3949485763
d4707ed783e81d2a08bb3d47f2e328a4,2008,Other Domestic NonProfit,West,NM,64358.56884592044
f813aa6710040e506c80da8394d7a3e6,2008,Research Institutes,North East,PA,3819242.135298513
4b622dd8d5bf6889db8a50a33aea8c3e,2008,Other Higher Education,West,MT,10117073.057862602
57c534bd55390aa6ac399d4bb0448cbf,2008,Other Higher Education,West,MT,7451227.865784653
cb9d0a60116539c2d604674fc758474f,2008,Domestic For Profit,South,MD,4729049.617729899
cadee6a89823ff4e5e4ec7f897ab89a8,2008,Other Higher Education,West,CA,633902.2980912089
7e8610156d1e490b3b139a2cf3946ace,2008,Medical Schools,Mid West,IL,7014982.316504106
d9ff2d70fc359c52912f45d3300d7d7b,2008,Other Higher Education,Mid West,IL,1031208.3382871045
ea405374d251798bc8374a17ad26dd49,2008,Medical Schools,Mid West,IL,154266403.1218781
a7dfec921f469e983a7fa93ad4d2b23a,2008,Other Higher Education,Mid West,IL,13083655.544203587
7973615736c4b20bd8c6342f5fb04993,2008,Medical Schools,West,NM,34690652.3090064
8f8c2f21e9a7af84b51747f23228b70a,2008,Other Higher Education,West,NM,14909681.911613895
bb5a340abb11dd8ea0064bb7a3995a9a,2008,Hospitals,West,OR,6584619.14120243
80db03e4c2a1fb3909da455783784c78,2008,Other Domestic NonProfit,North East,MA,18040.994016122888
7276b4d18c5e83adc6f1665fe70ea3bc,2008,Other Domestic NonProfit,South,MD,430301.3913162048
4e98056d5610f7a86d83b0e6fcfc52c4,2008,Other Higher Education,South,TX,13405851.273688208
d055d4cb29da5c25713e7ce8edef22ce,2008,Other Higher Education,Mid West,MN,394485.8476992657
6d14a0cc6f8289145e43d9c46830b243,2008,Medical Schools,Mid West,MN,141414954.59241086
2e454395fafd2c5f6aef33f03a3e3a16,2008,Other Higher Education,Mid West,MN,118287032.26358424
0f854ee41064122cea553d100ea617f2,2008,Medical Schools,Mid West,MN,191056.13464888438
f694a4f756fa4301d71c3e85e89b7281,2008,Other Higher Education,Mid West,MN,556939.7470966203
ac0d3166aa9b301edf2120d88a54a3d6,2008,Other Higher Education,South,OK,2776648.765547202
841fa9114c5cf33cd037ae477de18481,2008,Hospitals,North East,MA,126337838.71971989
5a596133275c8c0766a01335043fc9a0,2008,Other Higher Education,South,AL,2687586.8049872727
565d4817511f07a7fc3ae2ed85456545,2008,Other Higher Education,South,AR,1842104.4237680384
2eb173cca42d07efecd85189b9866269,2008,Medical Schools,South,AR,44756743.07760348
1c6fe069490c3e15d34b339d6e76e308,2008,Other Higher Education,South,AR,2561540.54775423
a98d68e731f3aa1911ff84d5a5e0f2c4,2008,Foreign,Foreign,,94529.86590990936
f23660f990b2021b61b86b8b5877ffcd,2008,Medical Schools,South,GA,664914.1180989215
71e019239c718e783cf9bd5dd57062dd,2008,Other Higher Education,Mid West,IN,44291806.49521026
73a8130fc4424d22c9d77424e1f54d4f,2008,Other Higher Education,Mid West,KS,28821324.607552256
9782095b40cd5156ce5c6088471dd784,2008,Medical Schools,Mid West,KS,34280246.72513028
2bac07b55b0cda3e74be8dc7c23bac32,2008,Other Higher Education,Mid West,KS,3528110.9998367517
a156d8c6cb0a73504be2b06e255755c1,2008,Research Institutes,Mid West,OH,20764927.968452007
c70940abbae40d8af49dff28d392d3ea,2008,Hospitals,North East,PA,70483416.80344923
732d4b89f9dd85a710d9118c91e6f2d8,2008,Hospitals,North East,MA,93953915.9285036
e02a7d701fb324f512d796b2fcb93459,2008,Foreign,Foreign,,69507.25435210242
869a06ca45cbff549983cc1029e4f5f6,2008,Medical Schools,Mid West,MI,254452362.59002137
3649b4d30a7f4142e14a458d943a0ecd,2008,Other Higher Education,Mid West,MI,139226849.49512577
6a1eb5663ef1eaa27b83b2a392255665,2008,Other Higher Education,North East,CT,22464601.72061973
3d3cce901fb09df69605e30004fec7d4,2008,Medical Schools,North East,CT,49852507.82705676
0056900020ddde1c848db0e59fba8333,2008,Other Higher Education,North East,CT,4952951.791796883
4f4fb6414e8f5c551c83820e2538ed45,2008,Hospitals,North East,PA,15220930.247472178
da6fe1ec32afa902554b00ee62657b97,2008,Hospitals,West,CA,25030509.64834266
a2384e830be4edc5c305847308ae346e,2008,Other Higher Education,North East,NY,62448672.956649415
584c808dd529d5227780204eaa0ccdd9,2008,Medical Schools,North East,NY,101292189.34911363
37702122069f9ff56cfa645c170e2046,2008,Other Higher Education,North East,NY,675507.5385900743
71d5916726668ffc9a41c6e79818a947,2008,Hospitals,South,DC,377965.00300471706
552ac2799a3a8bcfc78fb26f2f156e80,2008,Research Institutes,South,DC,12166085.131978722
d2b4f7f8b872c2359f4e0c9ed0520f67,2008,Hospitals,West,CA,21745679.18004489
3205952890230ea444700f370ca70a27,2008,Other Higher Education,North East,NY,3984637.221871761
390ccd6af5478a154bcd002c8ea1bb93,2008,Other Higher Education,Mid West,OH,3230281.426346457
ae87c6145f998883b9e855038a9c9c8f,2008,Other Higher Education,Mid West,OH,356290.32420689816
663aa760269c6f8700d20f15f2e0fea6,2008,Other Higher Education,Mid West,OH,5319575.527941591
c8afe08bec297413595a936065fab37a,2008,Other Higher Education,Mid West,OH,3962886.599365029
8bd772c186e183e322481cbf8d471a82,2008,Medical Schools,Mid West,OH,86779749.11762163
5ddd826a27b390172b2d84f086e86f1e,2008,Other Higher Education,Mid West,OH,5854615.340269899
a0a45785bd48f3587d8e49060789f7af,2008,Other Higher Education,South,OK,5275236.334432112
27e271d495461f976d471803db359d50,2008,Medical Schools,South,OK,25702017.95194236
18d8fe56387e71372a8021b972db5bcb,2008,Other Higher Education,South,OK,6049895.971846271
3bd4adf288b1bc74b802b6e170c62775,2008,Other Higher Education,North East,PA,49405940.45637222
0d84092555ad9177cfe123d6e1eafe64,2008,Medical Schools,North East,PA,45160397.44869009
95fe3102a28106aee2973a665bb02729,2008,Other Higher Education,North East,PA,209969.8308980391
cf2681782f810f17b121f15cd3902eb6,2008,Medical Schools,South,SC,7569957.8395407535
204d1a70c6f4a05592de4f218050923e,2008,Other Higher Education,South,SC,15167417.383805547
b2c2a1a10bd3dd8e553bf9833d07837c,2008,Hospitals,Mid West,IL,10973428.174433129
289ac1cedf6917aa45d7d2022be29b5b,2008,Medical Schools,South,VA,132106411.78757104
273bdd78fe7511648173d94ea70d5917,2008,Other Higher Education,South,VA,19126146.415693168
ecc5179fede7f0d5114eb14fa944da06,2008,Research Institutes,North East,ME,308165.5607708076
e2ad7914339bb62e77cf627e4b0d0897,2008,Foreign,Foreign,ON,1554016.1619900686
6739aed46851a9ca9b36fd1b33ac1efd,2008,Hospitals,Mid West,MO,1287170.089619971
35eb2f91932e277b62ee5200a8d5444d,2008,Hospitals,West,WA,22862196.093290817
5ab2bbf07b2627e25108f9d604fa29fb,2008,Foreign,Foreign,,167870.31661355172
f7f3842d950bbc90d67ffeb814d4cbae,2008,Other Domestic NonProfit,Mid West,IL,4636090.100110476
5acf031ef05e86c1f6b5b74d0bfee278,2008,Medical Schools,South,PR,465867.2236485603
c0cc00c1df50b58914a13b26f79362ec,2008,Research Institutes,West,CA,30492831.19218441
28ec6659c9b61ca47814daaecea1823a,2008,Research Institutes,North East,MA,9008262.443720484
8bd8e27647297c39c9cc005524b46f0e,2008,Hospitals,North East,NY,44715605.09175648
41b5d52da7720ba0437a04177dcd985d,2008,Research Institutes,North East,NY,9505373.17853424
524e30cba184a04a4bfaceaa3436c855,2008,Research Institutes,North East,NY,4460976.870586382
71353b1b3809d3cd9c1334cc79ffebbf,2008,Other Higher Education,North East,NY,1721717.8591402501
44b876d13be7ef61ecf86f2a7589e89a,2008,Other Higher Education,North East,NY,4797264.552024462
2eb1b291802db8204a94136da48e683b,2008,Other Higher Education,North East,NY,814301.9409650328
e0890dbc08df1ef046fec46b3409d81b,2008,Other Higher Education,North East,NY,4281650.729447826
47d745b01ef9a82a3d34cde3da7235c5,2008,Other Higher Education,North East,NY,2285930.123804418
a8f09dde04ead64f2fbc554fd1eea5c0,2008,Other Higher Education,North East,NY,459686.2266381819
4950fd40eef61390642abd185f21bc2b,2008,Other Higher Education,North East,NY,1288165.0730494498
95321611a01407ed665077f3182581c8,2008,Other Higher Education,North East,NY,463345.6547428065
e7846e72013fe10023339ad42cd93f48,2008,Other Higher Education,North East,NY,306962.0555046969
942f36c4693a6f72cb0f62b42119fb81,2008,Other Higher Education,North East,MA,694768.7709228545
b9f4a2ade3ea9d17a43a16bddeeda2e0,2008,Research Institutes,West,CA,3455823.455286699
5f49725d05f3cf58683c2f2880e15236,2008,Other Higher Education,North East,NY,411162.4400288412
9cf11c6f11e5e91b976723fe8e941e1e,2008,Other Domestic NonProfit,North East,NY,399023.1268223319
91e7d9437c7e40ff342d4e3120620483,2008,Other Higher Education,South,SC,6163934.207075001
0600ec01c90222ee6607ea6fc6d582d2,2008,Foreign,Foreign,ON,1122889.6938570275
13ec1073ab37b0ebf9b2ab4b69157598,2008,Other Domestic NonProfit,North East,NY,418189.10858003155
fbe94149e74b9e2fd61e87f40f08f5a6,2008,Foreign,Foreign,ON,1539603.7040504084
48fae549f9905cae90f5baa412d30d0f,2008,Other Higher Education,Mid West,IA,1378375.1917551209
64b651c8dbaea7be10a761dc88bb0013,2008,Other Higher Education,West,OR,841575.8151217031
1ffdd35c34d71dca094dc6b7e567054f,2008,Foreign,Foreign,,210506.58139275867
a3e3468d0ec069a9ffb510dea2858627,2008,Other Higher Education,North East,NY,266199.912509139
7166decabec6354946923ac003f5c784,2008,Other Higher Education,Mid West,IA,249743.42639693577
c53c3665d0b1f00c7098e96fac1d0c1d,2008,Other Domestic NonProfit,West,CA,306188.46559102833
2a8bbd6a393d70fe75889bf8e368c4a5,2008,Other Higher Education,West,CO,179045.53849519175
fee9d7fea75593230e0d5b9b44ab1b35,2008,Research Institutes,South,NC,2113939.57189023
c070acdabdc117834fa30274f302ce38,2008,Research Institutes,North East,NJ,4113958.0426408798
e35b108c8ac03a312c7482e4a6804b2f,2008,Other Domestic NonProfit,South,TX,425655.9897524235
db2493a57c9d968279075d1743cbc899,2008,Other Higher Education,West,CO,22045525.76037378
0d080177289ec8ae686bb63738ad2e4d,2008,Medical Schools,South,GA,6231405.155963736
ce6c63699b6b7daaa6e0f54636a0e736,2008,Research Institutes,North East,MA,22667444.49028311
8c3f21e5bdbaf3ae62fd549000e7701c,2008,Foreign,Foreign,BC,1036441.9770623163
c8a31062f52ab30ff8c55d489993cc88,2008,Foreign,Foreign,ON,320443.888597224
3c3ac12d624c8ad2099e66209f174da7,2008,Research Institutes,North East,NY,6519282.322054026
3927ded3d255ec394c4e9129bb050b05,2008,Research Institutes,West,CA,4890935.874453342
2913df168cb050c8cf87b0d062fc5b8e,2008,Hospitals,South,DE,1086506.507752634
f456e2ee57074856f4dc1777efed5fea,2008,Other Domestic NonProfit,South,FL,164114.35054218056
6cf3e555608d79711dc2d0219ace9754,2008,Other Domestic NonProfit,South,FL,608188.4754410535
74d0c96c544b93fab91c046ecb656d22,2008,Research Institutes,South,MD,19414314.49183884
18171489dd66944ac2f6f6f5ea000cbe,2008,Other Higher Education,North East,NY,46796365.2363081
45b44191539dd92113e8ed5ae5da749c,2008,Other Higher Education,North East,NY,1162440.6087281338
1980d6d158ada572f479013523ef6341,2008,Other Higher Education,North East,NY,3142111.473731559
c0fbbbbdbd5a1e9a40dfffcd85c46360,2008,Medical Schools,North East,NY,213325083.6575901
858338a8b40efd50ccc2e4f881de4386,2008,Other Higher Education,North East,NY,39027674.57721825
ba7169a9b0ed8432f8d2a64248bbee70,2008,Research Institutes,West,CA,7700195.127671045
47f62a701d0db1d0ec6d2ebd713d2a8c,2008,Other Higher Education,North East,CT,20809.6996450119
2df234fb6c5cbb34ed00362fa8e121ce,2008,Other Domestic NonProfit,North East,CT,434281.3252205757
ef0447fe4737c63b66d1af547afefb93,2008,Research Institutes,Mid West,ND,888091.6143720725
9ff9882eeacf50973b098fdd8f6eef1f,2008,Foreign,Foreign,,132283.8895572205
2c9624ebb7cecb7a6f2c2b35634161b9,2008,Research Institutes,South,MD,15673450.789820522
0bacef75c7291c8a310a938be5071f7b,2008,Hospitals,North East,MA,17870622.724917356
966ac9a88764704090ec79ed0cfd2d30,2008,Medical Schools,Mid West,NE,9891484.688789004
be066e63fb81635b270982bb022e36e7,2008,Other Higher Education,Mid West,NE,568187.0506799865
013944eac7dc61a28cc4cb7b544c3738,2008,Hospitals,South,LA,2500093.560755952
da2e02239135dc9b359ca26638b3af78,2008,Foreign,Foreign,,65336.81909246793
a4fa2e7493b493db7885fb585873c2ee,2008,Foreign,Foreign,,65905.74884106885
8eae52fe159f5ba4c71ccec8089159d4,2008,Domestic For Profit,Mid West,MI,1398146.1441122848
a9812fe596b2542cdbfb2a9744d0e21b,2008,Foreign,Foreign,NS,297637.7861604378
7cdee031fc22d9e0f405999b1200dfc9,2008,Other Higher Education,West,MT,459558.7965854718
6a2640c33b81ac3460f937fc00d3aa6e,2008,Other Domestic NonProfit,West,CO,1449649.7323756812
33d1c84582608d1a8bc1aa462cec51b5,2008,Domestic For Profit,North East,MA,774393.192368628
1ca0ae1ca6ce77eaeb7be6f3a13de98c,2008,Medical Schools,North East,NH,67295646.7727775
122e88494afddca298f302d824092a9f,2008,Other Higher Education,North East,NH,13466331.595398696
f42acc0627d1dd98dac733f5c406a2a5,2008,Other Higher Education,South,NC,478745.37325360405
c6d429d387ba02930d1c6b0de80ac270,2008,Domestic For Profit,North East,MA,28613095.02346512
8348f965666c7ea4e76d3f1e1045fa5f,2008,Other Higher Education,Mid West,OH,693400.5078649382
44b53eb549f40bbc15bd52849ba26e35,2008,Other Higher Education,Mid West,IL,833581.1937978272
937db3b942523e463126fa97b1752a62,2008,Hospitals,West,AZ,2715647.140177419
23528521af44129fe223950aa70b829c,2008,Other Higher Education,Mid West,IN,88527.78578082599
d14aa011c37e92875d30f8d99282415b,2008,Research Institutes,Mid West,MI,1203666.133665744
8c42134b893260c49b5d84f98cfe18bc,2008,Medical Schools,North East,PA,258228171.68437588
d38466e58377c83e25a8e77d2c30ff5e,2008,Other Higher Education,North East,PA,91346521.19136515
182632990c700b90b00f88de882de5fb,2008,Other Higher Education,South,DE,18081339.116377465
6c8f9c51f735458cc2514cb10f4a0d4c,2008,Other Higher Education,Mid West,IN,33865.478926141586
29947f377bc01d713bc5cc694a33155b,2008,Research Institutes,West,AZ,2318570.2171015018
31489174a4a95097723e970252d6f40e,2008,Other Domestic NonProfit,West,CO,2076749.3298419279
c283063a5b0b6f20c178f03e897b03ae,2008,Other Higher Education,West,CO,7885838.706402384
27f9751518fb984f11b55ffb4a7edda2,2008,Research Institutes,North East,MA,22200115.05055512
922da2e3a3892b37c8b50f7093419747,2008,Other Higher Education,North East,PA,229229.77611883858
7811bf00363994a9aa5cf077f37ad2fd,2008,Other Domestic NonProfit,West,NM,631917.4798666317
ac39fa5e687a2e24ed417242d9f2aac3,2008,Other Higher Education,West,CA,68356.5231384315
e31db3124b7c0f4d749dc7f6b663b79a,2008,Research Institutes,North East,PA,929928.5456555072
77e535e678bc201da8f2f7c02dda9d10,2008,Foreign,Foreign,ON,444458.9891504448
